productkey,customerkey,promotionkey,currencykey,salesordernumber,totalproductcost,salesamount,orderdate,duedate,shipdate
604,21059,1,100,SO52276,? 343.65,539.99,04-02-2022,16-02-2022,11-02-2022
479,21059,1,100,SO52276,? 3.36,8.99,04-02-2022,16-02-2022,11-02-2022
477,21059,1,100,SO52276,? 1.87,4.99,04-02-2022,16-02-2022,11-02-2022
490,21059,1,100,SO52276,? 41.57,53.99,04-02-2022,16-02-2022,11-02-2022
225,21059,1,100,SO52276,? 6.92,8.99,04-02-2022,16-02-2022,11-02-2022
604,21041,1,100,SO52277,? 343.65,539.99,04-02-2022,16-02-2022,11-02-2022
538,21041,1,100,SO52277,? 8.04,21.49,04-02-2022,16-02-2022,11-02-2022
529,21041,1,100,SO52277,? 1.49,3.99,04-02-2022,16-02-2022,11-02-2022
463,21041,1,100,SO52277,? 9.16,24.49,04-02-2022,16-02-2022,11-02-2022
378,18484,1,6,SO52278,"? 1,554.95",2443.35,05-02-2022,17-02-2022,12-02-2022
529,18484,1,6,SO52278,? 1.49,3.99,05-02-2022,17-02-2022,12-02-2022
540,18484,1,6,SO52278,? 12.19,32.60,05-02-2022,17-02-2022,12-02-2022
222,18484,1,6,SO52278,? 13.09,34.99,05-02-2022,17-02-2022,12-02-2022
372,18249,1,6,SO52279,"? 1,554.95",2443.35,05-02-2022,17-02-2022,12-02-2022
477,18249,1,6,SO52279,? 1.87,4.99,05-02-2022,17-02-2022,12-02-2022
479,18249,1,6,SO52279,? 3.36,8.99,05-02-2022,17-02-2022,12-02-2022
225,18249,1,6,SO52279,? 6.92,8.99,05-02-2022,17-02-2022,12-02-2022
374,18288,1,6,SO52280,"? 1,554.95",2443.35,05-02-2022,17-02-2022,12-02-2022
529,18288,1,6,SO52280,? 1.49,3.99,05-02-2022,17-02-2022,12-02-2022
540,18288,1,6,SO52280,? 12.19,32.60,05-02-2022,17-02-2022,12-02-2022
217,18288,1,6,SO52280,? 13.09,34.99,05-02-2022,17-02-2022,12-02-2022
579,14051,1,6,SO52281,? 755.15,1214.85,05-02-2022,17-02-2022,12-02-2022
479,14051,1,6,SO52281,? 3.36,8.99,05-02-2022,17-02-2022,12-02-2022
477,14051,1,6,SO52281,? 1.87,4.99,05-02-2022,17-02-2022,12-02-2022
481,14051,2,6,SO52281,? 3.36,8.99,05-02-2022,17-02-2022,12-02-2022
361,11494,1,98,SO52282,"? 1,251.98",2294.99,05-02-2022,17-02-2022,12-02-2022
214,11494,1,98,SO52282,? 13.09,34.99,05-02-2022,17-02-2022,12-02-2022
225,12091,1,100,SO52283,? 6.92,8.99,05-02-2022,17-02-2022,12-02-2022
484,28604,1,100,SO52284,? 2.97,7.95,05-02-2022,17-02-2022,12-02-2022
535,13158,1,6,SO52285,? 9.35,24.99,05-02-2022,17-02-2022,12-02-2022
528,13158,1,6,SO52285,? 1.87,4.99,05-02-2022,17-02-2022,12-02-2022
217,13158,1,6,SO52285,? 13.09,34.99,05-02-2022,17-02-2022,12-02-2022
535,11146,1,6,SO52286,? 9.35,24.99,05-02-2022,17-02-2022,12-02-2022
528,11146,1,6,SO52286,? 1.87,4.99,05-02-2022,17-02-2022,12-02-2022
477,11146,1,6,SO52286,? 1.87,4.99,05-02-2022,17-02-2022,12-02-2022
478,11146,1,6,SO52286,? 3.74,9.99,05-02-2022,17-02-2022,12-02-2022
225,11146,1,6,SO52286,? 6.92,8.99,05-02-2022,17-02-2022,12-02-2022
539,17284,1,6,SO52287,? 9.35,24.99,05-02-2022,17-02-2022,12-02-2022
529,17284,1,6,SO52287,? 1.49,3.99,05-02-2022,17-02-2022,12-02-2022
480,17284,1,6,SO52287,? 0.86,2.29,05-02-2022,17-02-2022,12-02-2022
536,21391,1,6,SO52288,? 11.22,29.99,05-02-2022,17-02-2022,12-02-2022
485,22839,1,6,SO52289,? 8.22,21.98,05-02-2022,17-02-2022,12-02-2022
478,22839,1,6,SO52289,? 3.74,9.99,05-02-2022,17-02-2022,12-02-2022
477,22839,1,6,SO52289,? 1.87,4.99,05-02-2022,17-02-2022,12-02-2022
480,22839,1,6,SO52289,? 0.86,2.29,05-02-2022,17-02-2022,12-02-2022
537,22848,1,6,SO52290,? 13.09,35.00,05-02-2022,17-02-2022,12-02-2022
528,22848,1,6,SO52290,? 1.87,4.99,05-02-2022,17-02-2022,12-02-2022
528,26032,1,6,SO52291,? 1.87,4.99,05-02-2022,17-02-2022,12-02-2022
480,26032,2,6,SO52291,? 0.86,2.29,05-02-2022,17-02-2022,12-02-2022
237,14317,1,6,SO52292,? 38.49,49.99,05-02-2022,17-02-2022,12-02-2022
541,19584,1,6,SO52293,? 10.84,28.99,05-02-2022,17-02-2022,12-02-2022
530,19584,1,6,SO52293,? 1.87,4.99,05-02-2022,17-02-2022,12-02-2022
487,19584,1,6,SO52293,? 20.57,54.99,05-02-2022,17-02-2022,12-02-2022
583,17096,1,100,SO52294,"? 1,082.51",1700.99,05-02-2022,17-02-2022,12-02-2022
581,17107,1,100,SO52295,"? 1,082.51",1700.99,05-02-2022,17-02-2022,12-02-2022
222,17107,1,100,SO52295,? 13.09,34.99,05-02-2022,17-02-2022,12-02-2022
599,14951,1,100,SO52296,? 294.58,539.99,05-02-2022,17-02-2022,12-02-2022
214,14951,1,100,SO52296,? 13.09,34.99,05-02-2022,17-02-2022,12-02-2022
593,17715,1,98,SO52297,? 308.22,564.99,05-02-2022,17-02-2022,12-02-2022
222,17715,1,98,SO52297,? 13.09,34.99,05-02-2022,17-02-2022,12-02-2022
231,17715,1,98,SO52297,? 38.49,49.99,05-02-2022,17-02-2022,12-02-2022
529,11198,1,100,SO52298,? 1.49,3.99,05-02-2022,17-02-2022,12-02-2022
217,11198,1,100,SO52298,? 13.09,34.99,05-02-2022,17-02-2022,12-02-2022
463,11198,1,100,SO52298,? 9.16,24.49,05-02-2022,17-02-2022,12-02-2022
530,11212,1,19,SO52299,? 1.87,4.99,05-02-2022,17-02-2022,12-02-2022
541,26807,1,100,SO52300,? 10.84,28.99,05-02-2022,17-02-2022,12-02-2022
530,26807,1,100,SO52300,? 1.87,4.99,05-02-2022,17-02-2022,12-02-2022
214,26807,1,100,SO52300,? 13.09,34.99,05-02-2022,17-02-2022,12-02-2022
528,25839,1,100,SO52301,? 1.87,4.99,05-02-2022,17-02-2022,12-02-2022
535,25839,1,100,SO52301,? 9.35,24.99,05-02-2022,17-02-2022,12-02-2022
478,25839,1,100,SO52301,? 3.74,9.99,05-02-2022,17-02-2022,12-02-2022
477,25839,1,100,SO52301,? 1.87,4.99,05-02-2022,17-02-2022,12-02-2022
491,25839,1,100,SO52301,? 41.57,53.99,05-02-2022,17-02-2022,12-02-2022
225,25839,1,100,SO52301,? 6.92,8.99,05-02-2022,17-02-2022,12-02-2022
540,11724,1,19,SO52302,? 12.19,32.60,05-02-2022,17-02-2022,12-02-2022
529,11724,1,19,SO52302,? 1.49,3.99,05-02-2022,17-02-2022,12-02-2022
217,11724,1,19,SO52302,? 13.09,34.99,05-02-2022,17-02-2022,12-02-2022
536,22980,1,100,SO52303,? 11.22,29.99,05-02-2022,17-02-2022,12-02-2022
478,12202,1,19,SO52304,? 3.74,9.99,05-02-2022,17-02-2022,12-02-2022
477,12202,1,19,SO52304,? 1.87,4.99,05-02-2022,17-02-2022,12-02-2022
217,12202,1,19,SO52304,? 13.09,34.99,05-02-2022,17-02-2022,12-02-2022
477,25335,1,19,SO52305,? 1.87,4.99,05-02-2022,17-02-2022,12-02-2022
487,25335,1,19,SO52305,? 20.57,54.99,05-02-2022,17-02-2022,12-02-2022
477,18095,1,100,SO52306,? 1.87,4.99,05-02-2022,17-02-2022,12-02-2022
488,18095,1,100,SO52306,? 41.57,53.99,05-02-2022,17-02-2022,12-02-2022
528,21412,1,19,SO52307,? 1.87,4.99,05-02-2022,17-02-2022,12-02-2022
487,21412,1,19,SO52307,? 20.57,54.99,05-02-2022,17-02-2022,12-02-2022
528,15443,1,100,SO52308,? 1.87,4.99,05-02-2022,17-02-2022,12-02-2022
480,15443,2,100,SO52308,? 0.86,2.29,05-02-2022,17-02-2022,12-02-2022
541,11566,1,100,SO52309,? 10.84,28.99,05-02-2022,17-02-2022,12-02-2022
530,11566,1,100,SO52309,? 1.87,4.99,05-02-2022,17-02-2022,12-02-2022
480,11566,2,100,SO52309,? 0.86,2.29,05-02-2022,17-02-2022,12-02-2022
486,11566,1,100,SO52309,? 59.47,159.00,05-02-2022,17-02-2022,12-02-2022
541,14208,1,98,SO52310,? 10.84,28.99,05-02-2022,17-02-2022,12-02-2022
530,14208,1,98,SO52310,? 1.87,4.99,05-02-2022,17-02-2022,12-02-2022
467,14208,1,98,SO52310,? 9.16,24.49,05-02-2022,17-02-2022,12-02-2022
477,21868,1,100,SO52311,? 1.87,4.99,05-02-2022,17-02-2022,12-02-2022
541,29428,1,100,SO52312,? 10.84,28.99,05-02-2022,17-02-2022,12-02-2022
530,29428,1,100,SO52312,? 1.87,4.99,05-02-2022,17-02-2022,12-02-2022
477,29428,1,100,SO52312,? 1.87,4.99,05-02-2022,17-02-2022,12-02-2022
479,29428,1,100,SO52312,? 3.36,8.99,05-02-2022,17-02-2022,12-02-2022
541,28409,1,100,SO52313,? 10.84,28.99,05-02-2022,17-02-2022,12-02-2022
528,11260,1,100,SO52314,? 1.87,4.99,05-02-2022,17-02-2022,12-02-2022
537,11260,1,100,SO52314,? 13.09,35.00,05-02-2022,17-02-2022,12-02-2022
480,11260,1,100,SO52314,? 0.86,2.29,05-02-2022,17-02-2022,12-02-2022
225,12327,1,100,SO52315,? 6.92,8.99,05-02-2022,17-02-2022,12-02-2022
217,11438,1,100,SO52316,? 13.09,34.99,05-02-2022,17-02-2022,12-02-2022
477,11350,1,98,SO52317,? 1.87,4.99,05-02-2022,17-02-2022,12-02-2022
479,11350,1,98,SO52317,? 3.36,8.99,05-02-2022,17-02-2022,12-02-2022
465,11350,1,98,SO52317,? 9.16,24.49,05-02-2022,17-02-2022,12-02-2022
588,13882,2,100,SO52318,? 419.78,769.49,05-02-2022,17-02-2022,12-02-2022
536,13882,1,100,SO52318,? 11.22,29.99,05-02-2022,17-02-2022,12-02-2022
528,13882,1,100,SO52318,? 1.87,4.99,05-02-2022,17-02-2022,12-02-2022
222,13882,1,100,SO52318,? 13.09,34.99,05-02-2022,17-02-2022,12-02-2022
361,11324,1,100,SO52319,"? 1,251.98",2294.99,05-02-2022,17-02-2022,12-02-2022
485,11324,1,100,SO52319,? 8.22,21.98,05-02-2022,17-02-2022,12-02-2022
237,11324,1,100,SO52319,? 38.49,49.99,05-02-2022,17-02-2022,12-02-2022
355,11678,1,100,SO52320,"? 1,265.62",2319.99,05-02-2022,17-02-2022,12-02-2022
480,11678,1,100,SO52320,? 0.86,2.29,05-02-2022,17-02-2022,12-02-2022
361,11189,1,100,SO52321,"? 1,251.98",2294.99,05-02-2022,17-02-2022,12-02-2022
528,11189,1,100,SO52321,? 1.87,4.99,05-02-2022,17-02-2022,12-02-2022
537,11189,1,100,SO52321,? 13.09,35.00,05-02-2022,17-02-2022,12-02-2022
485,11189,1,100,SO52321,? 8.22,21.98,05-02-2022,17-02-2022,12-02-2022
482,11189,1,100,SO52321,? 3.36,8.99,05-02-2022,17-02-2022,12-02-2022
363,11216,1,100,SO52322,"? 1,251.98",2294.99,05-02-2022,17-02-2022,12-02-2022
537,11216,1,100,SO52322,? 13.09,35.00,05-02-2022,17-02-2022,12-02-2022
528,11216,1,100,SO52322,? 1.87,4.99,05-02-2022,17-02-2022,12-02-2022
214,11216,1,100,SO52322,? 13.09,34.99,05-02-2022,17-02-2022,12-02-2022
606,20152,2,6,SO52323,? 343.65,539.99,05-02-2022,17-02-2022,12-02-2022
463,20152,1,6,SO52323,? 9.16,24.49,05-02-2022,17-02-2022,12-02-2022
575,28535,1,6,SO52324,"? 1,481.94",2384.07,05-02-2022,17-02-2022,12-02-2022
477,28535,1,6,SO52324,? 1.87,4.99,05-02-2022,17-02-2022,12-02-2022
479,28535,1,6,SO52324,? 3.36,8.99,05-02-2022,17-02-2022,12-02-2022
222,28535,1,6,SO52324,? 13.09,34.99,05-02-2022,17-02-2022,12-02-2022
575,24669,1,100,SO52325,"? 1,481.94",2384.07,05-02-2022,17-02-2022,12-02-2022
214,24669,1,100,SO52325,? 13.09,34.99,05-02-2022,17-02-2022,12-02-2022
605,21602,1,100,SO52326,? 343.65,539.99,05-02-2022,17-02-2022,12-02-2022
479,21602,1,100,SO52326,? 3.36,8.99,05-02-2022,17-02-2022,12-02-2022
584,21021,1,100,SO52327,? 343.65,539.99,05-02-2022,17-02-2022,12-02-2022
538,21021,1,100,SO52327,? 8.04,21.49,05-02-2022,17-02-2022,12-02-2022
529,21021,1,100,SO52327,? 1.49,3.99,05-02-2022,17-02-2022,12-02-2022
472,21021,1,100,SO52327,? 23.75,63.50,05-02-2022,17-02-2022,12-02-2022
372,18302,1,6,SO52328,"? 1,554.95",2443.35,05-02-2022,17-02-2022,12-02-2022
484,18302,1,6,SO52328,? 2.97,7.95,05-02-2022,17-02-2022,12-02-2022
359,11480,1,100,SO52329,"? 1,251.98",2294.99,06-02-2022,18-02-2022,13-02-2022
477,11480,1,100,SO52329,? 1.87,4.99,06-02-2022,18-02-2022,13-02-2022
478,11480,1,100,SO52329,? 3.74,9.99,06-02-2022,18-02-2022,13-02-2022
225,13668,1,6,SO52330,? 6.92,8.99,06-02-2022,18-02-2022,13-02-2022
475,13668,1,6,SO52330,? 26.18,69.99,06-02-2022,18-02-2022,13-02-2022
237,14053,1,6,SO52331,? 38.49,49.99,06-02-2022,18-02-2022,13-02-2022
225,14053,1,6,SO52331,? 6.92,8.99,06-02-2022,18-02-2022,13-02-2022
480,19087,1,6,SO52332,? 0.86,2.29,06-02-2022,18-02-2022,13-02-2022
484,19087,1,6,SO52332,? 2.97,7.95,06-02-2022,18-02-2022,13-02-2022
489,28333,1,100,SO52333,? 41.57,53.99,06-02-2022,18-02-2022,13-02-2022
539,28971,1,100,SO52334,? 9.35,24.99,06-02-2022,18-02-2022,13-02-2022
480,28971,1,100,SO52334,? 0.86,2.29,06-02-2022,18-02-2022,13-02-2022
480,11284,1,100,SO52335,? 0.86,2.29,06-02-2022,18-02-2022,13-02-2022
484,11284,1,100,SO52335,? 2.97,7.95,06-02-2022,18-02-2022,13-02-2022
530,29040,1,100,SO52336,? 1.87,4.99,06-02-2022,18-02-2022,13-02-2022
214,29040,1,100,SO52336,? 13.09,34.99,06-02-2022,18-02-2022,13-02-2022
529,26272,1,100,SO52337,? 1.49,3.99,06-02-2022,18-02-2022,13-02-2022
538,26272,1,100,SO52337,? 8.04,21.49,06-02-2022,18-02-2022,13-02-2022
214,26272,1,100,SO52337,? 13.09,34.99,06-02-2022,18-02-2022,13-02-2022
541,13944,1,19,SO52338,? 10.84,28.99,06-02-2022,18-02-2022,13-02-2022
530,13944,1,19,SO52338,? 1.87,4.99,06-02-2022,18-02-2022,13-02-2022
480,13944,2,19,SO52338,? 0.86,2.29,06-02-2022,18-02-2022,13-02-2022
536,23784,1,100,SO52339,? 11.22,29.99,06-02-2022,18-02-2022,13-02-2022
528,23784,1,100,SO52339,? 1.87,4.99,06-02-2022,18-02-2022,13-02-2022
535,25849,1,100,SO52340,? 9.35,24.99,06-02-2022,18-02-2022,13-02-2022
480,25849,1,100,SO52340,? 0.86,2.29,06-02-2022,18-02-2022,13-02-2022
484,25849,1,100,SO52340,? 2.97,7.95,06-02-2022,18-02-2022,13-02-2022
536,23824,1,100,SO52341,? 11.22,29.99,06-02-2022,18-02-2022,13-02-2022
528,23824,1,100,SO52341,? 1.87,4.99,06-02-2022,18-02-2022,13-02-2022
214,23824,1,100,SO52341,? 13.09,34.99,06-02-2022,18-02-2022,13-02-2022
528,23695,1,100,SO52342,? 1.87,4.99,06-02-2022,18-02-2022,13-02-2022
536,23695,1,100,SO52342,? 11.22,29.99,06-02-2022,18-02-2022,13-02-2022
485,23695,1,100,SO52342,? 8.22,21.98,06-02-2022,18-02-2022,13-02-2022
217,23695,1,100,SO52342,? 13.09,34.99,06-02-2022,18-02-2022,13-02-2022
228,23695,1,100,SO52342,? 38.49,49.99,06-02-2022,18-02-2022,13-02-2022
225,23695,1,100,SO52342,? 6.92,8.99,06-02-2022,18-02-2022,13-02-2022
476,20343,1,100,SO52343,? 26.18,69.99,06-02-2022,18-02-2022,13-02-2022
477,18569,1,100,SO52344,? 1.87,4.99,06-02-2022,18-02-2022,13-02-2022
477,17540,1,100,SO52345,? 1.87,4.99,06-02-2022,18-02-2022,13-02-2022
225,17540,1,100,SO52345,? 6.92,8.99,06-02-2022,18-02-2022,13-02-2022
475,27441,1,19,SO52346,? 26.18,69.99,06-02-2022,18-02-2022,13-02-2022
225,27441,1,19,SO52346,? 6.92,8.99,06-02-2022,18-02-2022,13-02-2022
477,13285,1,19,SO52347,? 1.87,4.99,06-02-2022,18-02-2022,13-02-2022
484,13285,1,19,SO52347,? 2.97,7.95,06-02-2022,18-02-2022,13-02-2022
528,29130,1,19,SO52348,? 1.87,4.99,06-02-2022,18-02-2022,13-02-2022
480,29130,2,19,SO52348,? 0.86,2.29,06-02-2022,18-02-2022,13-02-2022
477,23679,1,19,SO52349,? 1.87,4.99,06-02-2022,18-02-2022,13-02-2022
214,23679,1,19,SO52349,? 13.09,34.99,06-02-2022,18-02-2022,13-02-2022
528,14512,1,100,SO52350,? 1.87,4.99,06-02-2022,18-02-2022,13-02-2022
214,14512,1,100,SO52350,? 13.09,34.99,06-02-2022,18-02-2022,13-02-2022
485,21581,1,19,SO52351,? 8.22,21.98,06-02-2022,18-02-2022,13-02-2022
480,21581,1,19,SO52351,? 0.86,2.29,06-02-2022,18-02-2022,13-02-2022
485,14145,1,100,SO52352,? 8.22,21.98,06-02-2022,18-02-2022,13-02-2022
480,14145,1,100,SO52352,? 0.86,2.29,06-02-2022,18-02-2022,13-02-2022
535,16539,1,100,SO52353,? 9.35,24.99,06-02-2022,18-02-2022,13-02-2022
477,16539,1,100,SO52353,? 1.87,4.99,06-02-2022,18-02-2022,13-02-2022
491,16539,1,100,SO52353,? 41.57,53.99,06-02-2022,18-02-2022,13-02-2022
536,20138,1,100,SO52354,? 11.22,29.99,06-02-2022,18-02-2022,13-02-2022
528,20138,1,100,SO52354,? 1.87,4.99,06-02-2022,18-02-2022,13-02-2022
222,20138,1,100,SO52354,? 13.09,34.99,06-02-2022,18-02-2022,13-02-2022
234,20138,1,100,SO52354,? 38.49,49.99,06-02-2022,18-02-2022,13-02-2022
536,17771,1,100,SO52355,? 11.22,29.99,06-02-2022,18-02-2022,13-02-2022
528,17771,1,100,SO52355,? 1.87,4.99,06-02-2022,18-02-2022,13-02-2022
222,17771,1,100,SO52355,? 13.09,34.99,06-02-2022,18-02-2022,13-02-2022
471,20981,1,100,SO52356,? 23.75,63.50,06-02-2022,18-02-2022,13-02-2022
477,20981,1,100,SO52356,? 1.87,4.99,06-02-2022,18-02-2022,13-02-2022
529,20944,1,100,SO52357,? 1.49,3.99,06-02-2022,18-02-2022,13-02-2022
486,20944,1,100,SO52357,? 59.47,159.00,06-02-2022,18-02-2022,13-02-2022
471,20944,1,100,SO52357,? 23.75,63.50,06-02-2022,18-02-2022,13-02-2022
541,26414,1,100,SO52358,? 10.84,28.99,06-02-2022,18-02-2022,13-02-2022
463,26414,1,100,SO52358,? 9.16,24.49,06-02-2022,18-02-2022,13-02-2022
530,26414,1,100,SO52358,? 1.87,4.99,06-02-2022,18-02-2022,13-02-2022
537,14604,1,19,SO52359,? 13.09,35.00,06-02-2022,18-02-2022,13-02-2022
355,12050,1,100,SO52360,"? 1,265.62",2319.99,06-02-2022,18-02-2022,13-02-2022
537,12050,1,100,SO52360,? 13.09,35.00,06-02-2022,18-02-2022,13-02-2022
528,12050,1,100,SO52360,? 1.87,4.99,06-02-2022,18-02-2022,13-02-2022
485,12050,1,100,SO52360,? 8.22,21.98,06-02-2022,18-02-2022,13-02-2022
471,12050,1,100,SO52360,? 23.75,63.50,06-02-2022,18-02-2022,13-02-2022
584,19771,1,6,SO52361,? 343.65,539.99,06-02-2022,18-02-2022,13-02-2022
479,19771,1,6,SO52361,? 3.36,8.99,06-02-2022,18-02-2022,13-02-2022
477,19771,1,6,SO52361,? 1.87,4.99,06-02-2022,18-02-2022,13-02-2022
222,19771,1,6,SO52361,? 13.09,34.99,06-02-2022,18-02-2022,13-02-2022
604,22301,1,100,SO52362,? 343.65,539.99,06-02-2022,18-02-2022,13-02-2022
606,22289,2,100,SO52363,? 343.65,539.99,06-02-2022,18-02-2022,13-02-2022
538,22289,1,100,SO52363,? 8.04,21.49,06-02-2022,18-02-2022,13-02-2022
384,19443,1,100,SO52364,? 713.08,1120.49,06-02-2022,18-02-2022,13-02-2022
214,19443,1,100,SO52364,? 13.09,34.99,06-02-2022,18-02-2022,13-02-2022
225,19443,1,100,SO52364,? 6.92,8.99,06-02-2022,18-02-2022,13-02-2022
536,17251,1,6,SO52365,? 11.22,29.99,07-02-2022,19-02-2022,14-02-2022
528,17251,1,6,SO52365,? 1.87,4.99,07-02-2022,19-02-2022,14-02-2022
217,17251,1,6,SO52365,? 13.09,34.99,07-02-2022,19-02-2022,14-02-2022
529,19954,1,6,SO52366,? 1.49,3.99,07-02-2022,19-02-2022,14-02-2022
538,19954,1,6,SO52366,? 8.04,21.49,07-02-2022,19-02-2022,14-02-2022
214,19954,1,6,SO52366,? 13.09,34.99,07-02-2022,19-02-2022,14-02-2022
528,24890,1,6,SO52367,? 1.87,4.99,07-02-2022,19-02-2022,14-02-2022
217,24890,1,6,SO52367,? 13.09,34.99,07-02-2022,19-02-2022,14-02-2022
225,26141,1,6,SO52368,? 6.92,8.99,07-02-2022,19-02-2022,14-02-2022
476,26141,1,6,SO52368,? 26.18,69.99,07-02-2022,19-02-2022,14-02-2022
376,23629,1,98,SO52369,"? 1,554.95",2443.35,07-02-2022,19-02-2022,14-02-2022
477,23629,1,98,SO52369,? 1.87,4.99,07-02-2022,19-02-2022,14-02-2022
225,23629,1,98,SO52369,? 6.92,8.99,07-02-2022,19-02-2022,14-02-2022
479,23629,1,98,SO52369,? 3.36,8.99,07-02-2022,19-02-2022,14-02-2022
374,26420,2,100,SO52370,"? 1,554.95",2443.35,07-02-2022,19-02-2022,14-02-2022
480,11527,1,100,SO52371,? 0.86,2.29,07-02-2022,19-02-2022,14-02-2022
480,28301,1,100,SO52372,? 0.86,2.29,07-02-2022,19-02-2022,14-02-2022
486,28301,1,100,SO52372,? 59.47,159.00,07-02-2022,19-02-2022,14-02-2022
535,12035,1,6,SO52373,? 9.35,24.99,07-02-2022,19-02-2022,14-02-2022
528,12035,1,6,SO52373,? 1.87,4.99,07-02-2022,19-02-2022,14-02-2022
222,12035,1,6,SO52373,? 13.09,34.99,07-02-2022,19-02-2022,14-02-2022
225,11631,1,19,SO52374,? 6.92,8.99,07-02-2022,19-02-2022,14-02-2022
529,11631,1,19,SO52375,? 1.49,3.99,07-02-2022,19-02-2022,14-02-2022
484,11631,1,19,SO52375,? 2.97,7.95,07-02-2022,19-02-2022,14-02-2022
231,11843,1,100,SO52376,? 38.49,49.99,07-02-2022,19-02-2022,14-02-2022
467,11843,1,100,SO52376,? 9.16,24.49,07-02-2022,19-02-2022,14-02-2022
480,11711,1,19,SO52377,? 0.86,2.29,07-02-2022,19-02-2022,14-02-2022
484,11711,1,19,SO52377,? 2.97,7.95,07-02-2022,19-02-2022,14-02-2022
529,16133,1,19,SO52378,? 1.49,3.99,07-02-2022,19-02-2022,14-02-2022
540,16133,1,19,SO52378,? 12.19,32.60,07-02-2022,19-02-2022,14-02-2022
480,16133,1,19,SO52378,? 0.86,2.29,07-02-2022,19-02-2022,14-02-2022
529,24393,1,100,SO52379,? 1.49,3.99,07-02-2022,19-02-2022,14-02-2022
540,24393,1,100,SO52379,? 12.19,32.60,07-02-2022,19-02-2022,14-02-2022
540,11200,1,19,SO52380,? 12.19,32.60,07-02-2022,19-02-2022,14-02-2022
480,11200,1,19,SO52380,? 0.86,2.29,07-02-2022,19-02-2022,14-02-2022
486,11200,1,19,SO52380,? 59.47,159.00,07-02-2022,19-02-2022,14-02-2022
536,12061,1,19,SO52381,? 11.22,29.99,07-02-2022,19-02-2022,14-02-2022
528,12061,1,19,SO52381,? 1.87,4.99,07-02-2022,19-02-2022,14-02-2022
480,12061,1,19,SO52381,? 0.86,2.29,07-02-2022,19-02-2022,14-02-2022
536,22365,1,100,SO52382,? 11.22,29.99,07-02-2022,19-02-2022,14-02-2022
480,22365,2,100,SO52382,? 0.86,2.29,07-02-2022,19-02-2022,14-02-2022
478,16085,1,19,SO52383,? 3.74,9.99,07-02-2022,19-02-2022,14-02-2022
477,16085,1,19,SO52383,? 1.87,4.99,07-02-2022,19-02-2022,14-02-2022
465,19695,1,100,SO52384,? 9.16,24.49,07-02-2022,19-02-2022,14-02-2022
475,19695,1,100,SO52384,? 26.18,69.99,07-02-2022,19-02-2022,14-02-2022
474,16666,1,19,SO52385,? 26.18,69.99,07-02-2022,19-02-2022,14-02-2022
488,16666,1,19,SO52385,? 41.57,53.99,07-02-2022,19-02-2022,14-02-2022
477,11331,1,19,SO52386,? 1.87,4.99,07-02-2022,19-02-2022,14-02-2022
225,11331,1,19,SO52386,? 6.92,8.99,07-02-2022,19-02-2022,14-02-2022
528,15198,1,100,SO52387,? 1.87,4.99,07-02-2022,19-02-2022,14-02-2022
480,15198,2,100,SO52387,? 0.86,2.29,07-02-2022,19-02-2022,14-02-2022
485,13458,1,100,SO52388,? 8.22,21.98,07-02-2022,19-02-2022,14-02-2022
478,13458,1,100,SO52388,? 3.74,9.99,07-02-2022,19-02-2022,14-02-2022
477,13458,1,100,SO52388,? 1.87,4.99,07-02-2022,19-02-2022,14-02-2022
484,13458,1,100,SO52388,? 2.97,7.95,07-02-2022,19-02-2022,14-02-2022
528,19080,1,100,SO52389,? 1.87,4.99,07-02-2022,19-02-2022,14-02-2022
535,19080,1,100,SO52389,? 9.35,24.99,07-02-2022,19-02-2022,14-02-2022
539,14866,1,100,SO52390,? 9.35,24.99,07-02-2022,19-02-2022,14-02-2022
529,14866,1,100,SO52390,? 1.49,3.99,07-02-2022,19-02-2022,14-02-2022
480,14866,1,100,SO52390,? 0.86,2.29,07-02-2022,19-02-2022,14-02-2022
477,17630,1,100,SO52391,? 1.87,4.99,07-02-2022,19-02-2022,14-02-2022
529,24561,1,100,SO52392,? 1.49,3.99,07-02-2022,19-02-2022,14-02-2022
530,16584,1,98,SO52393,? 1.87,4.99,07-02-2022,19-02-2022,14-02-2022
214,16584,1,98,SO52393,? 13.09,34.99,07-02-2022,19-02-2022,14-02-2022
530,17628,1,98,SO52394,? 1.87,4.99,07-02-2022,19-02-2022,14-02-2022
480,17628,2,98,SO52394,? 0.86,2.29,07-02-2022,19-02-2022,14-02-2022
217,12374,1,100,SO52395,? 13.09,34.99,07-02-2022,19-02-2022,14-02-2022
363,11666,1,100,SO52396,"? 1,251.98",2294.99,07-02-2022,19-02-2022,14-02-2022
528,11666,1,100,SO52396,? 1.87,4.99,07-02-2022,19-02-2022,14-02-2022
537,11666,1,100,SO52396,? 13.09,35.00,07-02-2022,19-02-2022,14-02-2022
214,11666,1,100,SO52396,? 13.09,34.99,07-02-2022,19-02-2022,14-02-2022
359,11683,1,100,SO52397,"? 1,251.98",2294.99,07-02-2022,19-02-2022,14-02-2022
477,11683,1,100,SO52397,? 1.87,4.99,07-02-2022,19-02-2022,14-02-2022
478,11683,1,100,SO52397,? 3.74,9.99,07-02-2022,19-02-2022,14-02-2022
225,11683,1,100,SO52397,? 6.92,8.99,07-02-2022,19-02-2022,14-02-2022
584,20159,1,6,SO52398,? 343.65,539.99,07-02-2022,19-02-2022,14-02-2022
